user_id,created_at,screen_name,name,text,lang,description,followers_count,gender,state,depressed,keyword
x3934137779,2021-04-16T01:40:53Z,posthumanfembot,Ēostre (๑￫‿ ￩๑⚜️),lonely af in bed but convincing myself i could be a great judge because i have amazing clap backs and im gay,en,non euclidian | she/they/he | @postlogicfembot,19,female,Minnesota,1,1
x1267699775564124168,2021-04-15T22:08:30Z,louiskiwi28_,aniat91🏡🎸lvs harry,"@hsdaily To be so lonely
 I vote #AdoreYou for #BestLyrics at the #iHeartAwards",en,"it’s a church of burnt romances and I’m too far gone to pray🔥 she/her 🇲🇽🏳️‍🌈 18 ~ For Harry, Louis, Billie, Niall and Florence",463,female,Tennessee,0,1
x1362238522363551744,2021-04-16T00:20:31Z,2020_steele,Steele Crusader 2020,@berdy31 @slovborg I doubt it. Nazi Germany had lower suicide rates than Weimar Germany and the country was basically a pan-germanic nation.,en,"American Ethno-Nationalist, Casual Anime fan. You get the point. 😎",8,female,Florida,1,1
x1157583737627918336,2021-04-17T03:48:16Z,daizumayuge,daizu🐕‍🦺,"#突然ですが占ってもいいですか の再放送やってる！

一年前の再放送だけど、
一般の人を占うのも面白くていいなー

でも、コロナだからちょっと無理かー

私も占って欲しいなー

#占い",ja,「自分磨き（美容・ダイエット・内面）と料理（レシピ）と知恵（雑学・趣味・生活）と。」というブログ書いてます＋はてなブログとWordPressの初心者でもわかるブログの書き方も随時追加！｜SEOとPV上げるのを研究中｜Googleアドセンス月５桁達成！✳︎怪しい人はスルーします✳︎DMは読んでません✳︎,1318,female,Arizona,0,0
x886951328064327681,2021-04-16T02:56:06Z,matttsj,matt 🫐,two more weeks of online classes… that’s two more weeks of anxiety… of panic attacks… of burnouts… haha and yall saying we gotta do another year of this shit??????? hahahhahhahh i cant i jus cant,en,—— but what do we live for? #OustDuterteNOW,255,female,California,1,1
x1224817262311309312,2021-04-17T03:48:30Z,AvaillBbw,AVAIL JOGJA,"shinta #readybojogja

Yang masih ragu2 skip aja ya...
butuh yang serius aja

maacihh😘😘😘
#AvailJogja #bojogja #bisyarjogja #AngelJogja #WPjogja https://t.co/NhAzBPIfoZ",in,"big beautyfull women | wanita single berusia 26 💖💖💖

vcs | private | longtime | shorttime 👄👄👄
percayalah ini bukan hal yang sebenarnya aku inginkan",3929,female,Texas,0,0
x1253847670508130306,2021-04-15T21:39:48Z,TwlnUzls,oscar,@dmvghoul he be making my depression 10x worse,en,NA,671,male,California,1,1
x1340785144316243969,2021-04-16T01:01:35Z,BlightRock,💀 B L I G H T 💀 (hip-hop arc),Me finally leaving my depression cave after a long hibernation.. https://t.co/9Hgak9JAd9,en,"stoopid femboy with no skills or likable characteristics. I got hip-hop takes tho

16 🌑 parasocialist 🌑 asexual 🌑 genderfluid 🌑 they/them
 🤍@sillyzeno🤍",43,female,Washington,0,1
x1343192787475333121,2021-04-17T03:48:13Z,loveyouskyyy,Alinn ─Sun bright🌞,@relateabiz pgieee pira,sv,─alone and lonely.,1375,female,Texas,0,0
x1349372742173417473,2021-04-17T03:48:14Z,i4lover,geo,@louiefaction oiii como foi o seu dia,pt,eu e o louis dormindo de conchinha assistindo tvd,397,male,New York,0,0
x1360239941687607297,2021-04-17T03:48:28Z,k1s5m3boo,K1s5m3boo,https://t.co/zJ9fBUC8yT https://t.co/lgClq4J4HH,und,"꒲ ꪱ ᥣꪮ᥎꧖ yꪮᥙ

   ¡ Yoongi ! ⨾࿐ྂ

 헤이",28,male,North Carolina,0,0
x100400185,2021-04-15T23:20:57Z,BLOCKNESSMONSTA,Block,"“If you can master patience, you can master anything else.”

I’ve never been great with patience, but the past few months I’ve really been focusing on that. It’s helped me not be so anxious. It also helped me with better understanding my expectations of others. It really helps.",en,I take shit seriously but I don’t if that makes sense. Comrade to the comrades.,1117,male,Colorado,1,1
x1368862861921980424,2021-04-17T03:48:18Z,llalisasuperior,🌼,"@HaidiJ2 @TeamLisaPH willing to sacrifice everything just to give lisa genuine happiness &lt;3
#LILIFILM #LfamilyFilm",en,https://t.co/r0JIIS0XZd,126,female,Georgia,0,0
x1351503425616416769,2021-04-15T23:21:08Z,cmoigiorno,☔️,@Greedo_Yoshaa jss en dépression,fr,乄J’espère vraiment que ma mort aura plus de cents que ma vie. 🃏,353,female,Alabama,0,1
x1105700207889539072,2021-04-17T03:48:16Z,pcetical,! 𝙷𝚎𝚋𝚒𝚋𝚊𝚗𝚊 คมช.ที่พิน ༉‧₊,แมวตัวเท่านี้ น่ารัก แมร้ง อยากบีบแก้ม,th,୭̥ ﹏ 𝗵𝗲𝗯𝗶、𝗽𝗲𝗿𝘀𝗼𝗻𝗮𝗹 𝗮𝗰𝗰𝗼𝘂𝗻𝘁 | * 𝙖𝙖𝙧𝙤𝙣𝙞𝙚𝙧𝙤’𝙨 𝙢𝙖𝙢𝙖 | shitpost / fub free ลงงาน (ทิพย์) @natheewrites — currently : 卍 & CRK,271,female,Texas,0,0
x992531090341617666,2021-04-15T23:08:31Z,pandoras_boxe,Adepeju🌸🗿,😭 omo I had anxiety explaining my code to my friends. I wanted to diiiieeee,en,"I’m not real. So if you met me, it was a prank.|| 🐝",12945,female,New York,1,1
x1270463592891113477,2021-04-17T03:48:41Z,0wplll,فلانهه|كود فهاوه🌙.,@2xrw_ @Siii0li @3iilic سامي🌝😭,ar,Closer to my heart♡︎ :{@5ATTO_},3108,female,California,0,0
x472706631,2021-04-16T01:26:42Z,TheRealTreyK,Trey Kennedy,I’m on suicide watch after selling doge at around 8 cents. Be thinking of me,en,I’d rather you be a dick than fake. it’s more respectable. ⬛️🟧,541,female,Arkansas,0,1
x2906772276,2021-04-15T21:26:18Z,tequilanatt,natalia.,"ugh I have the worst anxiety rn, like I’m literally shaking and I feel like throwing up 🥺",en,24 & I love tequila...,194,female,Tennessee,1,1
x987390568929136640,2021-04-16T01:17:38Z,tinyp33n,sepe 🌛,pick up truck drivers should commit suicide,en,me when the,88,female,Texas,0,1
x1314610689659543553,2021-04-15T20:18:34Z,Naybeh_,العتيبي87,@Depression__D كيف نكون مستعدين ؟ اش هالكلام الغبي محد يقدر يستعد لكن من الاساس لا تحبون,ar,حتى وانا اتخيلكّ .. حشمتك !,55,female,California,0,1
x1287235203665137666,2021-04-17T03:48:26Z,frleticia_,lele serelepe 😈🤬🤟''🦓'',meninos d cabelo cacheado meninos d cabelo cacheado meninos d cabelo cacheado meninos d cabelo cacheado meninos d cabelo cacheado meninos d cabelo cacheado,pt,•𝔩𝔦𝔣𝔢 𝔦𝔰 𝔞 𝔱𝔯𝔦𝔭•,1788,female,Texas,0,0
x1326565760420864001,2021-04-17T03:48:35Z,wingkozer,` z e r ⁷ finding wint0ff,ini gue nyiapin budget buat wintoff 500k dah cukup blm sie 😭,in,` random acc & selling buying acc 🛒 #WINWIN 🐥,210,male,Louisiana,0,0
x73676851,2021-04-15T21:00:13Z,npflashalt,Now Playing on Flashback Alternatives!,"#NowPlaying:  INXS - Suicide Blonde - X @INXS - #ListenNow at https://t.co/mbOqJGJWi5.
 Buy song https://t.co/saOz9bZwFn",en,"Flashback Alternatives - The Past, Present, and Future of Classic Alternative Music!",1151,female,Maryland,0,1
x1315747562205458432,2021-04-16T02:31:24Z,MonkeyFander,💜Monkey the Fander💜💛,@shadow_does_art 🥺 *hugs* I’m sorry you feel lonely without them online/gen,en,Kate/Virgil Age: 15 P/ wife:@EleneJadzia My QPP: @TechSaysStuff Insta/Tumblr: Monkeythefander #JanusCult Founder of #theratmansdeodorant pfp: @ocxxn_eyes,217,female,California,1,1
x1370112042309410822,2021-04-17T03:48:42Z,tuittandy,"andy 1,24%🌵",@FreireJuliette Ela é o momento kkkkkk 🤣❤️,pt,comentando bbb,853,female,Florida,0,0
x1102605506722459649,2021-04-17T03:48:25Z,MagsSlcdo,Boppy,aga-aga ang kamatis ng mukha ko hahahaha,tl,se el arte que nadie entiende. || 🇪🇸🇨🇳🇵🇭|| 21,96,female,Pennsylvania,0,0
x1313575979382693890,2021-04-16T03:15:29Z,arturiteprsnl,Arturite (Asgorudy provider era),"@NoodlsNoodls Because of that, he became distant from Sans, so he's also not doing well. Sans and Asgore kinda gravitated towards one another because they feel really lonely (I'm still working on it).
Toriel never met Sans, so she's also not doing well from being lonely in the Ruins.",en,"Call me Arturite, Arti or Art. He/It/They, Minor, Don't interact if you're a proshipper or a NSFW account.
Undertale and Deltarune focused account.",518,female,Kentucky,1,1
x62926937,2021-04-16T00:13:19Z,bobsonwong,Bobson Wong,Math anxiety is real and it affects both students and teachers. #MTBoS #ITeachMath https://t.co/yQTIgrmi3u,en,"NYC HS Math Teacher; Co-author, The Math Teacher's Toolbox; Math for America & NYS Master Teacher; NCTM Nominations & Elections Committee; #MTBoS #ITeachMath",1404,male,New Jersey,0,1
x248818201,2021-04-17T03:48:41Z,heitoriglesias,Heitor Iglesias 🇮🇹ⓟ,"@ValleyCasB2576 @fblj1960gmailc1 @PeWilsonBrasil @arthurmoledoval sério que tu vai insistir em algo que a comunidade científica mundial testou e não deu em nada? E foi no início senhora (isso se vc for gente).
Não só ele, como vários outros conhecidos no início tomaram e essa merda não funcionou.
Vai defender político vagabundo em outro lugar..",pt,https://t.co/g7vUdVp4di,872,female,California,0,0
x403639472,2021-04-15T21:16:26Z,sydwhitefield,syd,does forgetting to eat when I’m depressed count as intermittent fasting,en,🌻,647,male,California,0,1
x142216838,2021-04-17T03:48:16Z,SoftestPuppy,Fluffy Puppy Dango | BLACK LIVES MATTER,Just made the biggest lesbian in Skyrim https://t.co/aSHrsUmNvD,en,"My name is Fennel. she/they pronouns, bisexual. I like video games and I'm sad a lot. Avatar by @strawbrose",1626,female,Nevada,0,0
x31221204,2021-04-17T03:48:22Z,rockaxis,Metalaxis,"Preliminarmente, lo nuevo de @GretaVanFleet suena deliciosamente parecido a Rush con unas pinceladas de @kulashaker , se despegaron violentamente de Zepellin y están a un paso de crear su propia y definitiva identidad @alfaxis #GretaVanFleet #TheBattleAtGardensGate",es,The best way to classic rock and heavy metal from Chile to the world.,2567,male,Missouri,0,0
x1351254373985210369,2021-04-16T01:47:29Z,daniela_walls91,daniela🧜🏻‍♀️🇲🇽🚬🏡🎸| defenceless,I kill myself?):,en,NA,79,male,Illinois,0,1
x1269160583883964418,2021-04-16T01:32:53Z,_AKG45_,GM45,@Calvin2une @girly_depressed Just stfu your done for! (Not to Calvin he taking the dubs obviously),en,NA,0,female,Kentucky,0,1
x1003340749017055234,2021-04-15T23:32:33Z,badgrlari_,🖤,@nyichanel Go to Helll I’m hair depressed rn !,en,NA,730,female,Illinois,0,1
x1324564385558265856,2021-04-16T04:03:41Z,ohhnoren,ren,I know im depressed. I dont know how to fix me,en,NA,0,male,Illinois,1,1
x95766810,2021-04-17T03:48:41Z,kamezuki,STOPtheFOOL反戦反核亀ガメラ怒（「孫崎享　４８％」で検索を）（NWOや気候工学にも反対）,"@tirisawa @ryukyushimpo @knakano1970 
@tim1134 @soudearunara @You3_JP
@country_GIRLasy @kawamomotwitt 
@magnesium3547 @Ohki_TakaoMD @hosakanobuto @oekaki_George @EuDEYhDo2ebUwod @reizeishogun @wd1qL5pQMPS8qkR @inoueshin0 @OdNezu 
@nodaworld @nisidadaisaku
https://t.co/LikjaQvUoz",und,"https://t.co/KNDUPdTln6
Desperately in need of some stranger's hand「間違っていること、正しくないこと、不条理と思うことに怒り」（細川護煕氏談)　https://t.co/TS6VNobEgX",5812,female,Texas,0,0
x1350134047985573891,2021-04-16T04:05:59Z,FineafDash,PrettyPetite🤎,My anxiety go to 100 when somebody tells me they gotta tell me something 🥴,en,NA,174,female,Virginia,1,1
x1075215353691566080,2021-04-16T02:05:53Z,gisellextrejo,gisellee,"I wish my parents were home more often, it gets lonely",en,NA,7,female,California,1,1
x627531248,2021-04-17T03:48:27Z,Zira_Benz,X’O TWOD,@stevenarnol_ Shits a real drug it’s tragic,en,I really don’t use this. ♒️,76,female,Georgia,0,0
x1103833239305768960,2021-04-15T22:47:27Z,TusharRamesh2,"Tushar Ramesh, MD","@InchausteguiC I suppose if LV thrombus occurred outside of the usual context (severely depressed EF, large anterior MI, LV aneurysm, etc) in a young patient, then I’d look into it...maybe",en,Soon-to-be Cardiology fellow @uccardiolgy | IM Resident @BCM_internalmed | @UASOM Alum | Thoughts my own,185,female,Texas,0,1
x1309822328214224896,2021-04-16T02:51:08Z,nosuke_kmt,ヤマ,"@suicidal_act_13 みうさん、こんにちは☀️
フォローありがとうございました。
良かったらゆるゆると仲良くしてもらえると嬉しいです😊
よろしくお願いします。
お出かけファイトです٩( 'ω' )و✨",ja,"不安障害で心療内科に通院中。食後2,3時間、吐き気で動けない時間があるのが目下の悩み。手帳2級でした。生きるのに四苦八苦している毎日です。毎日を生きている皆が最高にえらい！//日常垢(@sengen_KG)",43,female,Minnesota,0,1
x66564949,2021-04-15T22:28:30Z,QuandaryMan,"Son of Karas, #TeamGodzooky","There is such a relatable discomfort in that show with regard to my own personal life. If it hadn't been centered around comedy with someone like Holmes, I don't think my anxiety could have taken it.",en,"They're not toys. They're representational effigies. • I riff with love, always. • BLM • Trans Rights • Kaiju/Toku/Horror/Comics/Spectreman/Godzilla/MST3K",2288,female,North Carolina,1,1
x1022098900180774912,2021-04-16T01:05:18Z,GodlessMix,Cattitude,Being stuck in this house with kids virtual academy and husband working from home is hard enough to deal with. I feel like everyday I watch the news it's another shooting or another politician doing something stupid. Depression is slowly seeping into my brain and it's suffocating,en,"I AM A GODDAMN ATHIEST! mom, wife, daughter.",25,female,Florida,1,1
x439127867,2021-04-17T03:48:28Z,horichanko,阪本🥺,鼻水ズボズボ,ja,NA,537,female,Ohio,0,0
x1190749466975965184,2021-04-17T03:48:39Z,Limazada,Índio Jr,Chego atrasado nas parada pq a polícia sempre me para no meio do caminho...,pt,e o braia,77,male,Pennsylvania,0,0
x1313274777247850498,2021-04-17T03:48:20Z,remupads,ju 📖: sombra e ossos,@remvslly MEOIGFOIWSHFI LLAKAKAKAKA MT OBG ANI,fi,𓏲 🌾𝗿𝗲𝗺𝘂𝘀 𝗹𝘂𝗽𝗶𝗻 means home. ‹𝟹 – a/ela/-a – she/her @woIfstarbae,2321,male,California,0,0
x2856885795,2021-04-17T03:48:29Z,seemarani4421,सीमा रानी,@Vedpalsingh2020 🙏🙏,und,"अच्छे इंसान में कोई भी बड़े आसानी से बुराई ढूंढ लेता है, चकित तो वो लोग कर देते हैं जो बुरे में भी अच्छाई ढूंढ लेता है।",929,female,California,0,0
x1373479415871545350,2021-04-17T03:48:25Z,shi_n_alchemy,ひ@大学,"本を買うとなると途端に金銭感覚がおかしくなる
破産するまでお金かけそうで怖い",ja,"YNUの化学徒であり音楽徒🇩🇪
元吹部　物理未履修につき勉強中",345,female,New York,0,0
x1029029284243886086,2021-04-17T03:48:15Z,sugoiyatu_homer,みんなを褒めてくれるbot,ツイートしてるだけでえらい！,ja,"自動フォロバします👍
フォロバ機能すごい！",4,male,Washington,0,0
x73184511,2021-04-16T02:02:00Z,Phoenix_Ranger,SPN FAN Winchester & Bucky Barnes Fan,"@PaulePLN @Lana217 I have a feeling that Sarah and Sam’s family is gonna “adopt” Bucky into their family, make him feel warm and welcome - make him feel like he’s got a home to go to &amp; people who care about him - if he ever wanted that - instead of the lonely worthless burden he thinks he is. https://t.co/gYG25Hs6bP",en,"HUGE SPN Fan! I’m a woman & have ADHD! 50% of what I will Tweet is #SPN! Other 50%: hot guys, daily news, my life, movies, politics & other topics. She/Her",3500,male,California,1,1
x1355070070477602820,2021-04-17T03:48:28Z,kaon_ur_sm,歌音@志麻ワン福岡大阪東京夜の部,経済回してんなーって思うわ(え？),ja,最推し@uratasama 推し@shima_s2 /urt同拒克服中/福岡民です/無言フォロー✕/相方以上の最強の相方⥴@Luse_dao_sen_ /NEXT→春ツオンライン,67,female,Colorado,0,0
x2211149702,2021-04-15T23:52:37Z,FipNowPlays,FIP en direct,♪ #nowplaying Lonely press play - Damon Albarn (Everyday robots (special edition) (extrait) - 2014) https://t.co/NT9TAxqUaw https://t.co/w5TiU2JCnb,en,Suivez la programmation en direct de la radio musicale la plus éclectique au monde. Retrouvez-nous sur @fipradio (ce service est en beta),5016,male,Missouri,0,1
x1045073998571335686,2021-04-15T21:01:03Z,sceneboyfriend,bunny ♡,"@leafdottxt rika is a depressed 14 year old, she’d be sayin shit worse than me",en,genshintwt + feraltwt | lesbian | 19 | ar41,1659,female,California,0,1
x1248902923062411264,2021-04-17T03:48:17Z,icetaetiq,ᵛᵏًgia⁷🌙 #BBC21🎫,@wvnterb @icetaetiq,und,   ₊ 𝗹𝘂𝘃 𝘄ɔ𝗿𝗹𝗱   :     𝗌𝖾v͟e͟n͟   𓂃 ˒  𝘁𝗵𝗮𝗻𝗸𝘀 𝗳𝗼𝗿 𝘀𝗮𝘃𝗲 𝗺𝗲 𝗲𝘃𝗲𝗿𝘆 𝗱𝗮𝘆. 𝗶 ‹3 𝘂  𝗯𝗮𝗻𝗴 ִֶָ tan      ⩇⩇:⩇⩇      ᧑ᥙᥣ,3240,female,Pennsylvania,0,0
x1390772870,2021-04-17T03:48:41Z,SamDykstraMiLB,Sam Dykstra,Max Scherzer reading Cy Young’s Baseball-Reference page: https://t.co/nxunhcxzRZ https://t.co/bhKxnmowOG,en,"Reporter with @MiLB, @MLBPipeline. Email: Sam.Dykstra at MLB dot com. He/him.",5511,female,California,0,0
x1460680561,2021-04-16T03:06:19Z,ACain180,Andrew Cain,"@EveyJacob @darcicoleauthor I went through a stint of depression where like, I couldn't be bothered to do anything... but if there was a friend in trouble. I could move mountains.",en,"Maine based writer of Fantasy (Urban and otherwise), Horror, and Sci-fi. TTRPG DM and Player. He/him.",119,male,California,1,1
x1223784055310835713,2021-04-16T02:50:30Z,_OKTYABRSKAYA,Vasya,I’m not going to threaten suicide if they leave me but if they leave me I’m not going to be alive,en,"pale and sickly
#gaslight #gatekeep #girlboss",435,female,Texas,1,1
x455014577,2021-04-17T03:48:42Z,AmyW36,Amy ✍️🏽,@darafaye You are so lucky that your husband is handy and his dad is willing to help. I've always wanted that.,en,"If you love your country, please demand ✍️🏽 Hand Marked Paper Ballots. Unhackable. Recountable. Fair for every party, every candidate, every issue. Thanks!",1003,female,California,1,0
x967152499101765632,2021-04-15T21:23:51Z,sasophh,soph 🐟,@msmiraculee @girly_depressed nah cause i would LOVE to know where i used aave. ffs mental gymnastics,en,english isnt my first language so pls be kind // ND // married to @tinyzhongli // priv: @sasophhalt,169,female,Florida,1,1
x1173348053270618119,2021-04-16T02:28:02Z,Dromartasabihji,Gingerbeardy,"hi my name is omar and i am officially depressed 
now you",en,Just a medical student randomly tweeting lyrics ... poetry.. NBA,318,female,Louisiana,1,1
x840792229169971202,2021-04-16T01:17:50Z,BenjaminDonks4,Taco and a Pork Chop,"@theheraldsun If @AFL introduced a soccer/rugby union style yellow/red card system or NFL exclusions, 3/4 of these injuries would cease overnight.

But always the small-man, with the small-man’s anxious desire to prove itself, it would rather players were brain damaged than been seen to copy.",en,Auroch,303,male,Georgia,1,1
x906323863218225153,2021-04-17T03:48:15Z,noisemakerbot,Noisemaker Bot,"[flash/strobe warning]

deadbeef (seed: 64814) https://t.co/a779wFZFn9",en,"A perpetually seething cauldron of #generative #psychedelic #art.

Now in easy-to-swallow pill form at https://t.co/gGUm9AvIQN.

Human: @occi",6966,male,Minnesota,0,0
x887147376061894656,2021-04-15T21:04:50Z,jo_jo_joelle_,Joelle 💾,Use depression as an excuse for what exactly??? Speak into the mic 🎤 cause what is the point you are trying to make?? https://t.co/2x5DxyQH5G,en,BLACK LIVES MATTER!!!!!!,374,female,Florida,0,1
x56271366,2021-04-17T03:48:20Z,miralaluna00,Maria Luna,He is so fine! Let me go watch the music video one more time. https://t.co/6ZDc3igc30,en,NA,91,female,Missouri,0,0
x828023160,2021-04-17T03:48:33Z,ryotsu33,Daiki Yamasaki,"2枚の波長板の組み合わせで、広帯域を実現。これら、2枚の遅延軸を&lt;0.1 degの精度で、揃えます。
NAOJから届いた微調ジグに、ちょっと細工を施して、調整完了です。
午後は、赤外カメラ(本機)のダーク特性評価です。
#飛騨天文台2021",ja,"But, you see, spring is coming.",396,female,Florida,0,0
x1357487991913086980,2021-04-17T03:48:42Z,klausvibes,sofi lvs giuli,@elisadice AYUDA SJAJSHAJAJJSJA AY ELI LAS COSAS QUE VES,es,una chica obsesionada con tvd y to,245,female,Louisiana,0,0
x1382549522656661505,2021-04-17T03:48:18Z,DRPXXT,𝐒𝐎𝐔𝐋 ･ﾟ: ✧,"⠀
⠀
i like your chonky fingers.   removing one palm from blanket   ;   give hand.
⠀
⠀",en,⠀ ⠀ ⠀ ⠀ the roads we walk are winding ˛ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ & ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ the lights that lead us there are blinding ⠀ ⠀ ⠀ ⠀,125,female,Montana,1,0
x1022513248053030913,2021-04-16T02:48:34Z,HSB_Lyric,High Speed Boyz Bot,"【LONELY NIGHT】
かけがえのないものを守るのは かけがえのない気持ちだった みたいだ #HighSpeedBoyz",ja,“常に前向きでありたい”という思いと、常に世の中に戦いを挑もうとする精神,71,male,North Carolina,0,1
x1289044358684123137,2021-04-16T02:32:40Z,milktoad_,miss milk,I should delete that tweet about me being less active because that didn’t last long and I was just depressed becahse I was awake at 7am,en,19 | dduwu supremacy | read carrd | art cred: @honkkhq,111,male,Minnesota,1,1
x1298592635733438464,2021-04-17T03:48:25Z,bubuishy,𝐦 𝐚 𝐲 𝐚,winwin selca,en,➹ 𝗻𝗰𝘁 𝘄𝗮𝘆𝘃 ! 🖇 #태용,287,female,Louisiana,0,0
x884842683218370561,2021-04-17T03:48:25Z,dongppyong,💚del💚 #KILLA,@ALWAYSWITHPYORI @lavendermirae @aurisdp Serem banget kalo diinget2 😭,in,FanAcc of #X1 #MIRAE #손동표 : “Love Myself.”,821,female,Texas,0,0
x1176897834127433728,2021-04-17T03:48:40Z,exia_dubz,exia🤍🌺🤍🌺(reading Edens Zero),@MosIIey Definition of watching with your eyes closed🤣,en,"fuck a bio


he/him



23

【=◈︿◈=】",358,female,Pennsylvania,0,0
x1329508678748172290,2021-04-15T23:00:11Z,cbackstories,Comeback Stories,"We had a terrific conversation with the inspiring @trentshelton this week

Trent talks about his story and struggle with fear and depression, and how his life changed completely once he accepted the power of his voice

Tune in here - https://t.co/VUce0fKFKq

#comebackstories https://t.co/7FvexeWuyb",en,NA,78,male,Washington,1,1
x1075007487479296000,2021-04-15T23:04:26Z,ShirinShakar1,🇹🇲🇺🇿,How are u 19 n not attempted suicide yet what kinda dreamland u livin in I want in,en,NA,576,female,Massachusetts,0,1
x4113979797,2021-04-15T23:34:32Z,metastatik_,Metastatik,"Statik anxiety. 
#digitalart #animation #raredigital #crypto #cryptoart #nft #nftcommunity #nftcollector #nftart #nfts https://t.co/e6AB0rSTjX",en,"Metastatik is a nomadic digital artist creating time based experiences inspired by technology, concert visuals, and the environment. #nftartist #nftcollector",618,male,Florida,0,1
x967802744684687360,2021-04-17T03:48:27Z,memo_world_kumo,めも、せかい、くも。,"@zerushidia へい、ちゃんぜる

周りで流行ってるボカロ曲あったら教えて🤭",ja,961389 めも、せかい、くも、などご自由にお呼びください Apexランク:ダイヤⅣ,130,female,Montana,0,0
x1271281275496620032,2021-04-16T02:16:27Z,ButtergirlNH,Dr.Butter,@NotHoodlum Yes 🙌 and a lonely long time behind bars,en,"Vote Blue, wear the mask, vote like your life depends on it. Biden/Harris2020.#RESIST, Nasty Woman. BLACK LIVES MATTER Honor RBG’s wish #45TransitionToPrison",1552,male,California,1,1
x1291729179155734529,2021-04-17T03:48:20Z,polarisvcmo,rese,never forget this collab happened https://t.co/X8xikTGu82,en,#bbrightvc | #winmetawin,920,female,Virginia,0,0
x1377625478245269515,2021-04-17T03:48:24Z,Miya_524_1025,みぃな @移行垢,@Runana_luv_stpr それな,ja,元Miyaです。生きる理由をあなたに貰いました。推し様【@root_nico】【@rinu_nico】あなたに会えるいつかの日を夢見てる。同担さん・他担さん◎ 無言フォロー失礼しますm(*_ _)m元垢これです→@Miya_5241025,126,female,Michigan,0,0
x1074715807530278912,2021-04-17T03:48:19Z,IgorRabe,Igu_rabelo,Eu as quase 1 da manha https://t.co/AwAh6SXWpw,pt,sabia que IGOR ao contrario é ROGI?,29,male,New York,0,0
x742119964652515328,2021-04-16T02:49:57Z,LavenderDaze10,Lavender Daze,@mmfa 13 yr old as a man?  Are you f***ing kidding me?  Is a 2 yr old unable to feed himself suicidal in Hannity’s sick world?  FOX is toxic to our society. When is enough enough.,en,"RESIST, RESIST, RESIST! Then “Do your little bit of good where you are; it’s those little bits of good put together that overwhelm the world.” ~Desmond Tutu~",171,female,Georgia,1,1
x703981938,2021-04-16T03:10:50Z,endlessbemi,bea loves demi🦋,"@demilovatobr 1-melon cake/ good place 
2- lonely people/ the art of starting over 
3-the kind of lover i am/ icu 
4-carefully/ my girlfriends are my boyfriend 
5-california sober/ butterfly 
É IMPOSSÍVEL TER TOP 5 QUERO COLOCAR TODAS AS MÚSICAS 😫",en,“feel better bb..here for you too💗” fan account,13164,female,North Carolina,1,1
x879636026951479297,2021-04-17T03:48:25Z,RYUNRYUN4649,りゅんりゅん,"ナマだったり…
蒸しだったり…祭りらしいです🤣 https://t.co/EZa2xdWrrP",ja,"お洒落に成れず、無骨も成れず…
中途半端じゃぁ…尚成れず。

☆お小遣いキャンパー☆貧キャン上等☆",340,female,Kentucky,0,0
x1198991672043921409,2021-04-17T03:48:30Z,MakNae_IS,🌻𝙼𝚊𝙺𝚗𝚊𝚎.𝕃𝕤1✰❥︎☀️🐱,"หลักฐานคาตาเลยเจ้าพิน้องสองตัวแสบ 😂😂

#LILIFILM #LFamilyFilm 
#LISA https://t.co/jlaN0Ad1IP",th,"📍: 📷 lalalalisa_m​  🎥: LiLiFILM​
🎶: BlackPink",67,female,Florida,0,0
x1382855074368651267,2021-04-16T01:09:27Z,InfiloveP,Infilove You Reaching Your Potential,"16 Tips for coping with ANXIETY for those with AUTISM

https://t.co/jWaae2Upzy",en,"Infilove, is all about helping you reach your fullest potential. Infilove provides playlists of videos that help people with Autism.",0,male,California,0,1
x2276753443,2021-04-16T03:27:36Z,Gamertdot,$B,Just tired of living my life in fear 😕,en,💛 ♐️☀️ ♍️ 🌚 111/44/66/ 😇,277,female,Louisiana,1,1
x1380688800876269568,2021-04-17T03:48:21Z,ciciolivi,Cici,@HugoGloss Eu falei aqui em casa antes dela #BBB21,pt,NA,1,female,Pennsylvania,0,0
x1112474761383346181,2021-04-15T23:56:59Z,XxfatherbimxX,bimothy ♐️,Depression and obsession don’t mix well,en,I hate being bi-polar it’s awesome,958,female,Maryland,1,1
x2802898817,2021-04-16T00:02:19Z,iamnoadaniel,Noa Daniel,"What a wonderful surprise!! My friend and former colleague sent me a picture of her two new books. One is of @StrumandTWT and the other is from another shared former colleague, also recently published! Way to go Shoshana Chaim of @planttrainers!!! #IAmaPeacefulGoldfish #anxiety https://t.co/XGoWylCN9f",en,"Inspired educator, mom of 3, Innovator at #BOB, author of Strum and The Wild Turkeys, @TheMentoree, TEDx speaker, Director @LearningFwdON, #OnEdMentors",8790,male,Florida,1,1
